BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
1172,1,0.2,0.9,0.2,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,2,0.6,0.9,0.2,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,3,0.9,0.9,0.2,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,4,0.2,0.2,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,5,0.6,0.2,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,6,0.9,0.2,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,7,0.2,0.6,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,8,0.6,0.6,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,9,0.9,0.6,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,10,0.2,0.9,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,11,0.6,0.9,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,12,0.9,0.9,0.6,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,13,0.2,0.2,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,14,0.6,0.2,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,15,0.9,0.2,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,16,0.2,0.6,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,17,0.6,0.6,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,18,0.9,0.6,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,19,0.2,0.9,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,20,0.6,0.9,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,21,0.9,0.9,0.9,0.9,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,22,0.2,0.2,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,23,0.6,0.2,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,24,0.9,0.2,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,25,0.2,0.6,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,26,0.6,0.6,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,27,0.9,0.6,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,28,0.2,0.9,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,29,0.6,0.9,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,30,0.9,0.9,0.2,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,31,0.2,0.2,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,32,0.6,0.2,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,33,0.9,0.2,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,34,0.2,0.6,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,35,0.6,0.6,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,36,0.9,0.6,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,37,0.2,0.9,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,38,0.6,0.9,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,39,0.9,0.9,0.6,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,40,0.2,0.2,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,41,0.6,0.2,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,42,0.9,0.2,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,43,0.2,0.6,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,44,0.6,0.6,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,45,0.9,0.6,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,46,0.2,0.9,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,47,0.6,0.9,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,48,0.9,0.9,0.9,1.2,0.6,0.6,1.4,1.8,1.0,0.5,0.5
1172,49,0.2,0.2,0.2,0.6,0.9,0.6,1.4,1.8,1.0,0.5,0.5
