BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
1315,1,0.2,0.2,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,2,0.6,0.2,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,3,0.9,0.2,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,4,0.2,0.6,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,5,0.6,0.6,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,6,0.9,0.6,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,7,0.2,0.9,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,8,0.6,0.9,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,9,0.9,0.9,0.2,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,10,0.2,0.2,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,11,0.6,0.2,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,12,0.9,0.2,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,13,0.2,0.6,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,14,0.6,0.6,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,15,0.9,0.6,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,16,0.2,0.9,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,17,0.6,0.9,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,18,0.9,0.9,0.6,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,19,0.2,0.2,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,20,0.6,0.2,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,21,0.9,0.2,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,22,0.2,0.6,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,23,0.6,0.6,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,24,0.9,0.6,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,25,0.2,0.9,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,26,0.6,0.9,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,27,0.9,0.9,0.9,0.9,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,28,0.2,0.2,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,29,0.6,0.2,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,30,0.9,0.2,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,31,0.2,0.6,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,32,0.6,0.6,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,33,0.9,0.6,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,34,0.2,0.9,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,35,0.6,0.9,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,36,0.9,0.9,0.2,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,37,0.2,0.2,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,38,0.6,0.2,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,39,0.9,0.2,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,40,0.2,0.6,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,41,0.6,0.6,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,42,0.9,0.6,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,43,0.2,0.9,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,44,0.6,0.9,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,45,0.9,0.9,0.6,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,46,0.2,0.2,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,47,0.6,0.2,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,48,0.9,0.2,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,49,0.2,0.6,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,50,0.6,0.6,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,51,0.9,0.6,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,52,0.2,0.9,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,53,0.6,0.9,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,54,0.9,0.9,0.9,1.2,0.9,0.6,1.4,0.6,0.5,1.0,0.5
1315,55,0.2,0.2,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
1315,56,0.6,0.2,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
1315,57,0.9,0.2,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
1315,58,0.2,0.6,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
1315,59,0.6,0.6,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
1315,60,0.9,0.6,0.2,0.6,1.2,0.6,1.4,0.6,0.5,1.0,0.5
