BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
736,1,0.2,0.2,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,2,0.6,0.2,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,3,0.9,0.2,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,4,0.2,0.6,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,5,0.6,0.6,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,6,0.9,0.6,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,7,0.2,0.9,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,8,0.6,0.9,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,9,0.9,0.9,0.6,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,10,0.2,0.2,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,11,0.6,0.2,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,12,0.9,0.2,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,13,0.2,0.6,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,14,0.6,0.6,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,15,0.9,0.6,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,16,0.2,0.9,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,17,0.6,0.9,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,18,0.9,0.9,0.9,0.9,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,19,0.2,0.2,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,20,0.6,0.2,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,21,0.9,0.2,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,22,0.2,0.6,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,23,0.6,0.6,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,24,0.9,0.6,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,25,0.2,0.9,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,26,0.6,0.9,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,27,0.9,0.9,0.2,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,28,0.2,0.2,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,29,0.6,0.2,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,30,0.9,0.2,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,31,0.2,0.6,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,32,0.6,0.6,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,33,0.9,0.6,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,34,0.2,0.9,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,35,0.6,0.9,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,36,0.9,0.9,0.6,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,37,0.2,0.2,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,38,0.6,0.2,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,39,0.9,0.2,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,40,0.2,0.6,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,41,0.6,0.6,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,42,0.9,0.6,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,43,0.2,0.9,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,44,0.6,0.9,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,45,0.9,0.9,0.9,1.2,0.9,1.2,0.6,1.8,0.5,1.5,0.3
736,46,0.2,0.2,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,47,0.6,0.2,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,48,0.9,0.2,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,49,0.2,0.6,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,50,0.6,0.6,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,51,0.9,0.6,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,52,0.2,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,53,0.6,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,54,0.9,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,55,0.2,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,56,0.6,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,57,0.9,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,58,0.2,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,59,0.6,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
736,60,0.9,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.5,0.3
