BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
453,1,0.2,0.6,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,2,0.6,0.6,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,3,0.9,0.6,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,4,0.2,0.9,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,5,0.6,0.9,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,6,0.9,0.9,0.6,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,7,0.2,0.2,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,8,0.6,0.2,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,9,0.9,0.2,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,10,0.2,0.6,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,11,0.6,0.6,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,12,0.9,0.6,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,13,0.2,0.9,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,14,0.6,0.9,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,15,0.9,0.9,0.9,1.2,0.9,0.9,1.4,0.6,1.0,1.0,0.3
453,16,0.2,0.2,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,17,0.6,0.2,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,18,0.9,0.2,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,19,0.2,0.6,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,20,0.6,0.6,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,21,0.9,0.6,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,22,0.2,0.9,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,23,0.6,0.9,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,24,0.9,0.9,0.2,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,25,0.2,0.2,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,26,0.6,0.2,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,27,0.9,0.2,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,28,0.2,0.6,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,29,0.6,0.6,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,30,0.9,0.6,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,31,0.2,0.9,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,32,0.6,0.9,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,33,0.9,0.9,0.6,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
453,34,0.2,0.2,0.9,0.6,1.2,0.9,1.4,0.6,1.0,1.0,0.3
