BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
1447,1,0.2,0.2,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,2,0.6,0.2,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,3,0.9,0.2,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,4,0.2,0.6,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,7,0.2,0.9,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,8,0.6,0.9,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,10,0.2,0.2,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,11,0.6,0.2,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,12,0.9,0.2,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,13,0.2,0.6,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,14,0.6,0.6,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,15,0.9,0.6,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,16,0.2,0.9,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,17,0.6,0.9,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,18,0.9,0.9,0.9,0.6,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,19,0.2,0.2,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,20,0.6,0.2,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,21,0.9,0.2,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,22,0.2,0.6,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,23,0.6,0.6,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,24,0.9,0.6,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,25,0.2,0.9,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,26,0.6,0.9,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,27,0.9,0.9,0.2,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,28,0.2,0.2,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,29,0.6,0.2,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,30,0.9,0.2,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,31,0.2,0.6,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,32,0.6,0.6,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,33,0.9,0.6,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,34,0.2,0.9,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,35,0.6,0.9,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,36,0.9,0.9,0.6,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,37,0.2,0.2,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,38,0.6,0.2,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,39,0.9,0.2,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,40,0.2,0.6,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,41,0.6,0.6,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,42,0.9,0.6,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,43,0.2,0.9,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,44,0.6,0.9,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,45,0.9,0.9,0.9,0.9,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,46,0.2,0.2,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,47,0.6,0.2,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,48,0.9,0.2,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,49,0.2,0.6,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,50,0.6,0.6,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,51,0.9,0.6,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,52,0.2,0.9,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,53,0.6,0.9,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
1447,54,0.9,0.9,0.2,1.2,0.6,0.6,0.6,1.4,1.0,1.0,0.5
