BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
849,1,0.2,0.6,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,2,0.6,0.6,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,3,0.9,0.6,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,4,0.2,0.9,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,5,0.6,0.9,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,6,0.9,0.9,0.9,0.6,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,7,0.2,0.2,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,8,0.6,0.2,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,9,0.9,0.2,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,10,0.2,0.6,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,11,0.6,0.6,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,12,0.9,0.6,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,13,0.2,0.9,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,14,0.6,0.9,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,15,0.9,0.9,0.2,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,16,0.2,0.2,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,17,0.6,0.2,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,18,0.9,0.2,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,19,0.2,0.6,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,20,0.6,0.6,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,21,0.9,0.6,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,22,0.2,0.9,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,23,0.6,0.9,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,24,0.9,0.9,0.6,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,25,0.2,0.2,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,26,0.6,0.2,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,27,0.9,0.2,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,28,0.2,0.6,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,29,0.6,0.6,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,30,0.9,0.6,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,31,0.2,0.9,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,32,0.6,0.9,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,33,0.9,0.9,0.9,0.9,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,34,0.2,0.2,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,35,0.6,0.2,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,36,0.9,0.2,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,37,0.2,0.6,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,38,0.6,0.6,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,39,0.9,0.6,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,40,0.2,0.9,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,41,0.6,0.9,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,42,0.9,0.9,0.2,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,43,0.2,0.2,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,44,0.6,0.2,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,45,0.9,0.2,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,46,0.2,0.6,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,47,0.6,0.6,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,48,0.9,0.6,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,49,0.2,0.9,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,50,0.6,0.9,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,51,0.9,0.9,0.6,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,52,0.2,0.2,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,53,0.6,0.2,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,54,0.9,0.2,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,55,0.2,0.6,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,56,0.6,0.6,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,57,0.9,0.6,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,58,0.2,0.9,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,59,0.6,0.9,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
849,60,0.9,0.9,0.9,1.2,0.9,0.9,1.4,1.8,0.5,1.0,0.8
